utimesec    4894.318073
stimesec    13.156359
ru_maxrss   260210688
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   63611
ru_majflt   71
ru_nswap    0
ru_inblock  0
ru_oublock  620
ru_msgsnd   1099
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    1612
ru_nivcsw   1064274
